"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0006633","GO:0006633","fatty acid biosynthetic process","4/577","88/9364",0.799663442082362,0.94689721737946,0.848047172846113,"CD74/EDN1/NDUFAB1/PTGDS",4
"GO:0007006","GO:0007006","mitochondrial membrane organization","4/577","88/9364",0.799663442082362,0.94689721737946,0.848047172846113,"BCL2L2/MOAP1/OMA1/TP53",4
"GO:0031333","GO:0031333","negative regulation of protein-containing complex assembly","4/577","88/9364",0.799663442082362,0.94689721737946,0.848047172846113,"CARD8/TMOD3/ULK1/ZDHHC12",4
"GO:0016358","GO:0016358","dendrite development","6/577","127/9364",0.802856258295034,0.948218419984077,0.849230450305416,"ABL1/APP/DAB2IP/DLG5/LRRK2/LST1",6
"GO:0030705","GO:0030705","cytoskeleton-dependent intracellular transport","6/577","127/9364",0.802856258295034,0.948218419984077,0.849230450305416,"APP/BICDL2/DST/HSPB1/KIF13A/MYO1D",6
"GO:0030041","GO:0030041","actin filament polymerization","5/577","108/9364",0.803563805600405,0.948218419984077,0.849230450305416,"ABL1/CCR7/CDC42EP1/CTTN/TMOD3",5
"GO:0006310","GO:0006310","DNA recombination","12/577","238/9364",0.803851415134901,0.948218419984077,0.849230450305416,"ABL1/ATM/CYREN/ERCC6/MORF4L2/NABP2/PTPRC/RBBP8/SMARCAD1/SMCHD1/TONSL/UHRF1",12
"GO:0002793","GO:0002793","positive regulation of peptide secretion","2/577","48/9364",0.80466749450245,0.948218419984077,0.849230450305416,"CD38/S100A8",2
"GO:0098656","GO:0098656","monoatomic anion transmembrane transport","2/577","48/9364",0.80466749450245,0.948218419984077,0.849230450305416,"ABCC5/CLIC4",2
"GO:0099072","GO:0099072","regulation of postsynaptic membrane neurotransmitter receptor levels","2/577","48/9364",0.80466749450245,0.948218419984077,0.849230450305416,"CTNND1/PPFIA1",2
"GO:0006638","GO:0006638","neutral lipid metabolic process","3/577","69/9364",0.806700573290008,0.948218419984077,0.849230450305416,"ABHD12/LIPA/LPIN2",3
"GO:0006639","GO:0006639","acylglycerol metabolic process","3/577","69/9364",0.806700573290008,0.948218419984077,0.849230450305416,"ABHD12/LIPA/LPIN2",3
"GO:0032456","GO:0032456","endocytic recycling","3/577","69/9364",0.806700573290008,0.948218419984077,0.849230450305416,"ARHGAP8/ATP6AP1/EHD1",3
"GO:0045185","GO:0045185","maintenance of protein location","3/577","69/9364",0.806700573290008,0.948218419984077,0.849230450305416,"CTNND1/MDFI/SRGN",3
"GO:0090276","GO:0090276","regulation of peptide hormone secretion","4/577","89/9364",0.8067771607092,0.948218419984077,0.849230450305416,"CD38/F2RL1/SFRP1/SYT7",4
"GO:0009141","GO:0009141","nucleoside triphosphate metabolic process","6/577","128/9364",0.808808095836452,0.948218419984077,0.849230450305416,"ADK/ATP5MF/LIPA/LRRK2/NDUFAB1/SMPDL3A",6
"GO:0009743","GO:0009743","response to carbohydrate","6/577","128/9364",0.808808095836452,0.948218419984077,0.849230450305416,"COL6A2/COL6A3/ICAM1/ITGA2/MAPK13/TXNIP",6
"GO:0000154","GO:0000154","rRNA modification","1/577","26/9364",0.809072665448026,0.948218419984077,0.849230450305416,"NHP2",1
"GO:0005978","GO:0005978","glycogen biosynthetic process","1/577","26/9364",0.809072665448026,0.948218419984077,0.849230450305416,"PPP1CB",1
"GO:0009048","GO:0009048","dosage compensation by inactivation of X chromosome","1/577","26/9364",0.809072665448026,0.948218419984077,0.849230450305416,"SMCHD1",1
"GO:0009250","GO:0009250","glucan biosynthetic process","1/577","26/9364",0.809072665448026,0.948218419984077,0.849230450305416,"PPP1CB",1
"GO:0009593","GO:0009593","detection of chemical stimulus","1/577","26/9364",0.809072665448026,0.948218419984077,0.849230450305416,"TLR4",1
"GO:0010043","GO:0010043","response to zinc ion","1/577","26/9364",0.809072665448026,0.948218419984077,0.849230450305416,"S100A8",1
"GO:0010658","GO:0010658","striated muscle cell apoptotic process","1/577","26/9364",0.809072665448026,0.948218419984077,0.849230450305416,"TP53",1
"GO:0017004","GO:0017004","cytochrome complex assembly","1/577","26/9364",0.809072665448026,0.948218419984077,0.849230450305416,"COX14",1
"GO:0021955","GO:0021955","central nervous system neuron axonogenesis","1/577","26/9364",0.809072665448026,0.948218419984077,0.849230450305416,"TSKU",1
"GO:0032367","GO:0032367","intracellular cholesterol transport","1/577","26/9364",0.809072665448026,0.948218419984077,0.849230450305416,"SYT7",1
"GO:0032881","GO:0032881","regulation of polysaccharide metabolic process","1/577","26/9364",0.809072665448026,0.948218419984077,0.849230450305416,"PPP1CB",1
"GO:0032964","GO:0032964","collagen biosynthetic process","1/577","26/9364",0.809072665448026,0.948218419984077,0.849230450305416,"ITGA2",1
"GO:0045070","GO:0045070","positive regulation of viral genome replication","1/577","26/9364",0.809072665448026,0.948218419984077,0.849230450305416,"ADAR",1
"GO:0046460","GO:0046460","neutral lipid biosynthetic process","1/577","26/9364",0.809072665448026,0.948218419984077,0.849230450305416,"LPIN2",1
"GO:0046463","GO:0046463","acylglycerol biosynthetic process","1/577","26/9364",0.809072665448026,0.948218419984077,0.849230450305416,"LPIN2",1
"GO:0046839","GO:0046839","phospholipid dephosphorylation","1/577","26/9364",0.809072665448026,0.948218419984077,0.849230450305416,"SYNJ2",1
"GO:0050795","GO:0050795","regulation of behavior","1/577","26/9364",0.809072665448026,0.948218419984077,0.849230450305416,"PTGDS",1
"GO:0055021","GO:0055021","regulation of cardiac muscle tissue growth","1/577","26/9364",0.809072665448026,0.948218419984077,0.849230450305416,"EDN1",1
"GO:0060323","GO:0060323","head morphogenesis","1/577","26/9364",0.809072665448026,0.948218419984077,0.849230450305416,"MMP2",1
"GO:0070192","GO:0070192","chromosome organization involved in meiotic cell cycle","1/577","26/9364",0.809072665448026,0.948218419984077,0.849230450305416,"ATM",1
"GO:0071825","GO:0071825","protein-lipid complex organization","1/577","26/9364",0.809072665448026,0.948218419984077,0.849230450305416,"PLA2G7",1
"GO:1900101","GO:1900101","regulation of endoplasmic reticulum unfolded protein response","1/577","26/9364",0.809072665448026,0.948218419984077,0.849230450305416,"DAB2IP",1
"GO:0044283","GO:0044283","small molecule biosynthetic process","18/577","347/9364",0.809742910044832,0.948716685798604,0.849676700339295,"ADK/ASAH1/CD74/COQ9/CYP27A1/EBP/EDN1/IMPA2/LIPA/MVK/NDUFAB1/OAT/PLEK/PTGDS/SLC19A2/SPR/SPTSSA/TPI1",18
"GO:0019079","GO:0019079","viral genome replication","5/577","109/9364",0.809958803181801,0.948716685798604,0.849676700339295,"ADAR/APOBEC3F/MPHOSPH8/RESF1/SLPI",5
"GO:0045732","GO:0045732","positive regulation of protein catabolic process","8/577","166/9364",0.8106591546446,0.94926687923675,0.850169457083294,"ATG7/CDC20/CSNK1E/DAB2IP/LRRK2/PSMC3/RGMA/SH3RF2",8
"GO:0051051","GO:0051051","negative regulation of transport","12/577","240/9364",0.812660859715248,0.950388784263505,0.851174242363765,"ARHGAP8/CD74/CD84/CHP1/CSK/EDN1/F2RL1/GJA1/LRRK2/PNKD/SFRP1/SPI1",12
"GO:0006091","GO:0006091","generation of precursor metabolites and energy","17/577","330/9364",0.812724150665661,0.950388784263505,0.851174242363765,"APP/ATP5MF/BPGM/CHCHD2/COQ9/CYBB/DERA/HK3/IFNAR1/LIPA/NDUFAB1/PLEC/PPP1CB/PPP1R2B/PYGB/TP53/TPI1",17
"GO:0009142","GO:0009142","nucleoside triphosphate biosynthetic process","4/577","90/9364",0.813684223424271,0.950388784263505,0.851174242363765,"ADK/ATP5MF/LIPA/NDUFAB1",4
"GO:0046467","GO:0046467","membrane lipid biosynthetic process","4/577","90/9364",0.813684223424271,0.950388784263505,0.851174242363765,"ASAH1/B3GNT5/CERS3/SPTSSA",4
"GO:2001252","GO:2001252","positive regulation of chromosome organization","4/577","90/9364",0.813684223424271,0.950388784263505,0.851174242363765,"ATM/MPHOSPH8/NABP2/RESF1",4
"GO:0030032","GO:0030032","lamellipodium assembly","2/577","49/9364",0.813847731252593,0.950388784263505,0.851174242363765,"AJUBA/RHOD",2
"GO:0050772","GO:0050772","positive regulation of axonogenesis","2/577","49/9364",0.813847731252593,0.950388784263505,0.851174242363765,"CRABP2/LPAR3",2
"GO:0071168","GO:0071168","protein localization to chromatin","2/577","49/9364",0.813847731252593,0.950388784263505,0.851174242363765,"SPI1/TONSL",2
"GO:2000117","GO:2000117","negative regulation of cysteine-type endopeptidase activity","2/577","49/9364",0.813847731252593,0.950388784263505,0.851174242363765,"CARD8/SFN",2
"GO:0008277","GO:0008277","regulation of G protein-coupled receptor signaling pathway","3/577","70/9364",0.81445138059355,0.950388784263505,0.851174242363765,"EDN1/HOMER2/PLEK",3
"GO:0090630","GO:0090630","activation of GTPase activity","3/577","70/9364",0.81445138059355,0.950388784263505,0.851174242363765,"ARHGEF5/CCR7/GPR65",3
"GO:1903312","GO:1903312","negative regulation of mRNA metabolic process","3/577","70/9364",0.81445138059355,0.950388784263505,0.851174242363765,"IGF2BP2/PKP3/SYNCRIP",3
"GO:0051170","GO:0051170","import into nucleus","6/577","129/9364",0.814618957940147,0.950388784263505,0.851174242363765,"CHP1/JUP/LMNA/LRRK2/TP53/TXNIP",6
"GO:0008610","GO:0008610","lipid biosynthetic process","23/577","437/9364",0.815304201764726,0.950675748028535,0.851431248937632,"AGPAT4/AJUBA/ASAH1/ATM/B3GNT5/CD74/CERS3/CHP1/CYB5R2/CYP27A1/EBP/EDN1/IMPA2/INPP4A/LIPA/LPIN2/MBOAT2/MVK/NDUFAB1/PIK3C2A/PTGDS/SPTSSA/SYNJ2",23
"GO:0042176","GO:0042176","regulation of protein catabolic process","14/577","277/9364",0.815877606093417,0.950675748028535,0.851431248937632,"ATG7/CDC20/CSNK1E/DAB2IP/EGFR/FBXO2/GIPC1/LAPTM4B/LRRK2/ODC1/PSMC3/RGMA/SH3RF2/WDR91",14
"GO:0000956","GO:0000956","nuclear-transcribed mRNA catabolic process","5/577","110/9364",0.816187123807378,0.950675748028535,0.851431248937632,"ATM/NCBP2/RC3H1/SMG6/SYNCRIP",5
"GO:0022900","GO:0022900","electron transport chain","5/577","110/9364",0.816187123807378,0.950675748028535,0.851431248937632,"CHCHD2/COQ9/CYBB/NDUFAB1/PLEC",5
"GO:0034284","GO:0034284","response to monosaccharide","5/577","110/9364",0.816187123807378,0.950675748028535,0.851431248937632,"COL6A2/COL6A3/ICAM1/ITGA2/TXNIP",5
"GO:0044770","GO:0044770","cell cycle phase transition","21/577","403/9364",0.819554982867235,0.950675748028535,0.851431248937632,"ANLN/APBB2/APP/ATM/BIRC5/CDC20/EGFR/ERCC6/ID2/MUC1/NABP2/PAF1/PKMYT1/PTPRC/RBBP8/SKP2/SOX2/TMOD3/TP53/UBD/ZWINT",21
"GO:0046474","GO:0046474","glycerophospholipid biosynthetic process","7/577","149/9364",0.820000264657199,0.950675748028535,0.851431248937632,"AGPAT4/AJUBA/ATM/IMPA2/INPP4A/PIK3C2A/SYNJ2",7
"GO:0045017","GO:0045017","glycerolipid biosynthetic process","8/577","168/9364",0.820800573688508,0.950675748028535,0.851431248937632,"AGPAT4/AJUBA/ATM/IMPA2/INPP4A/LPIN2/PIK3C2A/SYNJ2",8
"GO:0051402","GO:0051402","neuron apoptotic process","8/577","168/9364",0.820800573688508,0.950675748028535,0.851431248937632,"ABL1/APP/ATM/ATN1/LGMN/PCDHGC3/TFAP2A/TP53",8
"GO:0006359","GO:0006359","regulation of transcription by RNA polymerase III","1/577","27/9364",0.820870167272452,0.950675748028535,0.851431248937632,"ERCC6",1
"GO:0006515","GO:0006515","protein quality control for misfolded or incompletely synthesized proteins","1/577","27/9364",0.820870167272452,0.950675748028535,0.851431248937632,"OMA1",1
"GO:0007549","GO:0007549","dosage compensation","1/577","27/9364",0.820870167272452,0.950675748028535,0.851431248937632,"SMCHD1",1
"GO:0015844","GO:0015844","monoamine transport","1/577","27/9364",0.820870167272452,0.950675748028535,0.851431248937632,"SYT7",1
"GO:0032366","GO:0032366","intracellular sterol transport","1/577","27/9364",0.820870167272452,0.950675748028535,0.851431248937632,"SYT7",1
"GO:0032781","GO:0032781","positive regulation of ATP-dependent activity","1/577","27/9364",0.820870167272452,0.950675748028535,0.851431248937632,"UHRF1",1
"GO:0034063","GO:0034063","stress granule assembly","1/577","27/9364",0.820870167272452,0.950675748028535,0.851431248937632,"DDX6",1
"GO:0040001","GO:0040001","establishment of mitotic spindle localization","1/577","27/9364",0.820870167272452,0.950675748028535,0.851431248937632,"GJA1",1
"GO:0042304","GO:0042304","regulation of fatty acid biosynthetic process","1/577","27/9364",0.820870167272452,0.950675748028535,0.851431248937632,"CD74",1
"GO:0043392","GO:0043392","negative regulation of DNA binding","1/577","27/9364",0.820870167272452,0.950675748028535,0.851431248937632,"MDFI",1
"GO:0045740","GO:0045740","positive regulation of DNA replication","1/577","27/9364",0.820870167272452,0.950675748028535,0.851431248937632,"EGFR",1
"GO:0046427","GO:0046427","positive regulation of receptor signaling pathway via JAK-STAT","1/577","27/9364",0.820870167272452,0.950675748028535,0.851431248937632,"CYP1B1",1
"GO:0051294","GO:0051294","establishment of spindle orientation","1/577","27/9364",0.820870167272452,0.950675748028535,0.851431248937632,"GJA1",1
"GO:0070316","GO:0070316","regulation of G0 to G1 transition","1/577","27/9364",0.820870167272452,0.950675748028535,0.851431248937632,"DAB2IP",1
"GO:1902235","GO:1902235","regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway","1/577","27/9364",0.820870167272452,0.950675748028535,0.851431248937632,"LRRK2",1
"GO:1902930","GO:1902930","regulation of alcohol biosynthetic process","1/577","27/9364",0.820870167272452,0.950675748028535,0.851431248937632,"PLEK",1
"GO:2000243","GO:2000243","positive regulation of reproductive process","1/577","27/9364",0.820870167272452,0.950675748028535,0.851431248937632,"BNC1",1
"GO:0010507","GO:0010507","negative regulation of autophagy","3/577","71/9364",0.821937381647492,0.951471741982265,0.85214414618738,"LRRK2/SLC7A5/TP53",3
"GO:0007052","GO:0007052","mitotic spindle organization","5/577","111/9364",0.82225096847204,0.951471741982265,0.85214414618738,"BIRC5/CDC20/KIF23/PRC1/SMC1A",5
"GO:0051225","GO:0051225","spindle assembly","5/577","111/9364",0.82225096847204,0.951471741982265,0.85214414618738,"BIRC5/CDC20/KIF23/PRC1/SMC1A",5
"GO:1904356","GO:1904356","regulation of telomere maintenance via telomere lengthening","2/577","50/9364",0.822640735794139,0.951655218810758,0.852308469202412,"ATM/SMG6",2
"GO:0010876","GO:0010876","lipid localization","13/577","261/9364",0.82435169861973,0.953366561258446,0.85384115838757,"APOL3/CRABP2/EDN1/EHD1/HEXA/LIPA/PSAP/RXRA/SLC2A1/SLCO2B1/SPP1/SYT7/TSKU",13
"GO:0000070","GO:0000070","mitotic sister chromatid segregation","7/577","150/9364",0.825205063779205,0.954085405200901,0.854484959596326,"ATM/BIRC5/CDC20/KIF23/PRC1/SMC1A/ZWINT",7
"GO:0035966","GO:0035966","response to topologically incorrect protein","6/577","131/9364",0.82582388168525,0.954532742773516,0.8548855979727,"CREBRF/DAB2IP/EDEM3/HSPB1/HSPH1/OPTN",6
"GO:0032784","GO:0032784","regulation of DNA-templated transcription elongation","4/577","92/9364",0.826891926479893,0.955337372181692,0.855606229190395,"ERCC6/MED16/NCBP2/PWWP2B",4
"GO:0006790","GO:0006790","sulfur compound metabolic process","9/577","188/9364",0.826984221837553,0.955337372181692,0.855606229190395,"CHPF/GNS/HEXA/MICAL2/MVK/NDUFAB1/NUBP2/SLC19A2/SULT2B1",9
"GO:0022411","GO:0022411","cellular component disassembly","18/577","352/9364",0.827543208480081,0.955430956644334,0.855690044030601,"ATG7/CTSS/CTTN/F2RL1/KLK7/LCP1/MICAL2/MMP10/MMP11/MMP13/MMP2/OPTN/PARL/PLEK/SCAF4/TMOD3/TP53/ULK1",18
"GO:0001570","GO:0001570","vasculogenesis","2/577","51/9364",0.831059274781813,0.955430956644334,0.855690044030601,"GJC1/PDGFRB",2
"GO:0021766","GO:0021766","hippocampus development","2/577","51/9364",0.831059274781813,0.955430956644334,0.855690044030601,"ANXA3/TSKU",2
"GO:0043489","GO:0043489","RNA stabilization","2/577","51/9364",0.831059274781813,0.955430956644334,0.855690044030601,"IGF2BP2/SYNCRIP",2
"GO:0060996","GO:0060996","dendritic spine development","2/577","51/9364",0.831059274781813,0.955430956644334,0.855690044030601,"DLG5/LRRK2",2
"GO:0044843","GO:0044843","cell cycle G1/S phase transition","9/577","189/9364",0.831539238423309,0.955430956644334,0.855690044030601,"ATM/EGFR/ID2/MUC1/PAF1/RBBP8/SKP2/SOX2/TP53",9
"GO:0003176","GO:0003176","aortic valve development","1/577","28/9364",0.831939880615474,0.955430956644334,0.855690044030601,"JAG1",1
"GO:0006891","GO:0006891","intra-Golgi vesicle-mediated transport","1/577","28/9364",0.831939880615474,0.955430956644334,0.855690044030601,"COPZ2",1
"GO:0006956","GO:0006956","complement activation","1/577","28/9364",0.831939880615474,0.955430956644334,0.855690044030601,"SERPING1",1
"GO:0007095","GO:0007095","mitotic G2 DNA damage checkpoint signaling","1/577","28/9364",0.831939880615474,0.955430956644334,0.855690044030601,"ATM",1
"GO:0009167","GO:0009167","purine ribonucleoside monophosphate metabolic process","1/577","28/9364",0.831939880615474,0.955430956644334,0.855690044030601,"ADK",1
"GO:0030317","GO:0030317","flagellated sperm motility","1/577","28/9364",0.831939880615474,0.955430956644334,0.855690044030601,"TPGS1",1
"GO:0035305","GO:0035305","negative regulation of dephosphorylation","1/577","28/9364",0.831939880615474,0.955430956644334,0.855690044030601,"CHP1",1
"GO:0045023","GO:0045023","G0 to G1 transition","1/577","28/9364",0.831939880615474,0.955430956644334,0.855690044030601,"DAB2IP",1
"GO:0045663","GO:0045663","positive regulation of myoblast differentiation","1/577","28/9364",0.831939880615474,0.955430956644334,0.855690044030601,"CXCL9",1
"GO:0045747","GO:0045747","positive regulation of Notch signaling pathway","1/577","28/9364",0.831939880615474,0.955430956644334,0.855690044030601,"JAG1",1
"GO:0090311","GO:0090311","regulation of protein deacetylation","1/577","28/9364",0.831939880615474,0.955430956644334,0.855690044030601,"BEX4",1
"GO:0097479","GO:0097479","synaptic vesicle localization","1/577","28/9364",0.831939880615474,0.955430956644334,0.855690044030601,"LRRK2",1
"GO:0097722","GO:0097722","sperm motility","1/577","28/9364",0.831939880615474,0.955430956644334,0.855690044030601,"TPGS1",1
"GO:0099022","GO:0099022","vesicle tethering","1/577","28/9364",0.831939880615474,0.955430956644334,0.855690044030601,"EXOC6B",1
"GO:1902003","GO:1902003","regulation of amyloid-beta formation","1/577","28/9364",0.831939880615474,0.955430956644334,0.855690044030601,"CSNK1E",1
"GO:0006119","GO:0006119","oxidative phosphorylation","4/577","93/9364",0.833199614064188,0.95634400766542,0.856507778334689,"ATP5MF/CHCHD2/COQ9/NDUFAB1",4
"GO:0034502","GO:0034502","protein localization to chromosome","4/577","93/9364",0.833199614064188,0.95634400766542,0.856507778334689,"NABP2/SPI1/TONSL/TPP1",4
"GO:0140888","GO:0140888","interferon-mediated signaling pathway","3/577","73/9364",0.836139061188924,0.958798785286136,0.858706292791174,"ADAR/IFNAR1/TP53",3
"GO:1902850","GO:1902850","microtubule cytoskeleton organization involved in mitosis","6/577","133/9364",0.836484043469249,0.958798785286136,0.858706292791174,"BIRC5/CDC20/GJA1/KIF23/PRC1/SMC1A",6
"GO:0051223","GO:0051223","regulation of protein transport","17/577","337/9364",0.837571010114432,0.958798785286136,0.858706292791174,"ARHGEF5/CD38/CHP1/CSK/F2RL1/GCC2/JUP/LCP1/LRRK2/MTCL1/PARL/PTPN14/SFN/SFRP1/SYT7/TLR4/WLS",17
"GO:0006029","GO:0006029","proteoglycan metabolic process","2/577","52/9364",0.839116014559304,0.958798785286136,0.858706292791174,"CHPF/HEXA",2
"GO:0006903","GO:0006903","vesicle targeting","2/577","52/9364",0.839116014559304,0.958798785286136,0.858706292791174,"EXOC6B/SNAP23",2
"GO:0016447","GO:0016447","somatic recombination of immunoglobulin gene segments","2/577","52/9364",0.839116014559304,0.958798785286136,0.858706292791174,"CYREN/PTPRC",2
"GO:0032007","GO:0032007","negative regulation of TOR signaling","2/577","52/9364",0.839116014559304,0.958798785286136,0.858706292791174,"ATM/YWHAG",2
"GO:0032608","GO:0032608","interferon-beta production","2/577","52/9364",0.839116014559304,0.958798785286136,0.858706292791174,"TLR4/TLR8",2
"GO:0032648","GO:0032648","regulation of interferon-beta production","2/577","52/9364",0.839116014559304,0.958798785286136,0.858706292791174,"TLR4/TLR8",2
"GO:0042776","GO:0042776","proton motive force-driven mitochondrial ATP synthesis","2/577","52/9364",0.839116014559304,0.958798785286136,0.858706292791174,"ATP5MF/NDUFAB1",2
"GO:0050773","GO:0050773","regulation of dendrite development","2/577","52/9364",0.839116014559304,0.958798785286136,0.858706292791174,"ABL1/DAB2IP",2
"GO:2000401","GO:2000401","regulation of lymphocyte migration","2/577","52/9364",0.839116014559304,0.958798785286136,0.858706292791174,"ABL1/APP",2
"GO:0003407","GO:0003407","neural retina development","1/577","29/9364",0.842326629639132,0.958798785286136,0.858706292791174,"TFAP2A",1
"GO:0009261","GO:0009261","ribonucleotide catabolic process","1/577","29/9364",0.842326629639132,0.958798785286136,0.858706292791174,"UPP1",1
"GO:0019068","GO:0019068","virion assembly","1/577","29/9364",0.842326629639132,0.958798785286136,0.858706292791174,"DDX6",1
"GO:0032212","GO:0032212","positive regulation of telomere maintenance via telomerase","1/577","29/9364",0.842326629639132,0.958798785286136,0.858706292791174,"ATM",1
"GO:0033144","GO:0033144","negative regulation of intracellular steroid hormone receptor signaling pathway","1/577","29/9364",0.842326629639132,0.958798785286136,0.858706292791174,"SFRP1",1
"GO:0033146","GO:0033146","regulation of intracellular estrogen receptor signaling pathway","1/577","29/9364",0.842326629639132,0.958798785286136,0.858706292791174,"SKP2",1
"GO:0042168","GO:0042168","heme metabolic process","1/577","29/9364",0.842326629639132,0.958798785286136,0.858706292791174,"SLCO2B1",1
"GO:0045589","GO:0045589","regulation of regulatory T cell differentiation","1/577","29/9364",0.842326629639132,0.958798785286136,0.858706292791174,"FANCA",1
"GO:0045744","GO:0045744","negative regulation of G protein-coupled receptor signaling pathway","1/577","29/9364",0.842326629639132,0.958798785286136,0.858706292791174,"PLEK",1
"GO:0046677","GO:0046677","response to antibiotic","1/577","29/9364",0.842326629639132,0.958798785286136,0.858706292791174,"TP53",1
"GO:0050850","GO:0050850","positive regulation of calcium-mediated signaling","1/577","29/9364",0.842326629639132,0.958798785286136,0.858706292791174,"PDGFRB",1
"GO:0060420","GO:0060420","regulation of heart growth","1/577","29/9364",0.842326629639132,0.958798785286136,0.858706292791174,"EDN1",1
"GO:0060997","GO:0060997","dendritic spine morphogenesis","1/577","29/9364",0.842326629639132,0.958798785286136,0.858706292791174,"LRRK2",1
"GO:0060998","GO:0060998","regulation of dendritic spine development","1/577","29/9364",0.842326629639132,0.958798785286136,0.858706292791174,"DLG5",1
"GO:0072132","GO:0072132","mesenchyme morphogenesis","1/577","29/9364",0.842326629639132,0.958798785286136,0.858706292791174,"FOXC1",1
"GO:0097345","GO:0097345","mitochondrial outer membrane permeabilization","1/577","29/9364",0.842326629639132,0.958798785286136,0.858706292791174,"MOAP1",1
"GO:1903649","GO:1903649","regulation of cytoplasmic transport","1/577","29/9364",0.842326629639132,0.958798785286136,0.858706292791174,"LRRK2",1
"GO:1904894","GO:1904894","positive regulation of receptor signaling pathway via STAT","1/577","29/9364",0.842326629639132,0.958798785286136,0.858706292791174,"CYP1B1",1
"GO:0006754","GO:0006754","ATP biosynthetic process","3/577","74/9364",0.84286698554151,0.959142341834555,0.859013984221935,"ATP5MF/LIPA/NDUFAB1",3
"GO:0006869","GO:0006869","lipid transport","11/577","229/9364",0.843094507472648,0.959142341834555,0.859013984221935,"APOL3/CRABP2/EDN1/LIPA/PSAP/RXRA/SLC2A1/SLCO2B1/SPP1/SYT7/TSKU",11
"GO:0061136","GO:0061136","regulation of proteasomal protein catabolic process","7/577","154/9364",0.844852145917066,0.960144746028453,0.859911743796134,"CDC20/CSNK1E/DAB2IP/GIPC1/LRRK2/PSMC3/SH3RF2",7
"GO:0006354","GO:0006354","DNA-templated transcription elongation","5/577","115/9364",0.844908714799576,0.960144746028453,0.859911743796134,"ERCC6/MED16/NCBP2/PAF1/PWWP2B",5
"GO:0099111","GO:0099111","microtubule-based transport","5/577","115/9364",0.844908714799576,0.960144746028453,0.859911743796134,"APP/BICDL2/DST/HSPB1/KIF13A",5
"GO:1900180","GO:1900180","regulation of protein localization to nucleus","5/577","115/9364",0.844908714799576,0.960144746028453,0.859911743796134,"CHP1/JUP/LMNA/POLR1A/TESK1",5
"GO:1905952","GO:1905952","regulation of lipid localization","4/577","95/9364",0.845240957703364,0.960257185179974,0.860012445015669,"EDN1/EHD1/RXRA/SPP1",4
"GO:0043523","GO:0043523","regulation of neuron apoptotic process","6/577","135/9364",0.846613544803227,0.960994062479478,0.860672397013741,"ABL1/ATM/LGMN/PCDHGC3/TFAP2A/TP53",6
"GO:0006641","GO:0006641","triglyceride metabolic process","2/577","53/9364",0.846823485085779,0.960994062479478,0.860672397013741,"LIPA/LPIN2",2
"GO:0043648","GO:0043648","dicarboxylic acid metabolic process","2/577","53/9364",0.846823485085779,0.960994062479478,0.860672397013741,"DGLUCY/OAT",2
"GO:0046889","GO:0046889","positive regulation of lipid biosynthetic process","2/577","53/9364",0.846823485085779,0.960994062479478,0.860672397013741,"CD74/CHP1",2
"GO:0032368","GO:0032368","regulation of lipid transport","3/577","75/9364",0.849354552161275,0.961384412608243,0.861021997072801,"EDN1/RXRA/SPP1",3
"GO:0033108","GO:0033108","mitochondrial respiratory chain complex assembly","3/577","75/9364",0.849354552161275,0.961384412608243,0.861021997072801,"COX14/NDUFAB1/OMA1",3
"GO:0042180","GO:0042180","cellular ketone metabolic process","5/577","116/9364",0.850186181999241,0.961384412608243,0.861021997072801,"CD74/COQ9/GLO1/PNKD/TPI1",5
"GO:0051494","GO:0051494","negative regulation of cytoskeleton organization","4/577","96/9364",0.850982149561712,0.961384412608243,0.861021997072801,"PPFIA1/TACSTD2/TJP1/TMOD3",4
"GO:0140053","GO:0140053","mitochondrial gene expression","6/577","136/9364",0.851483957467344,0.961384412608243,0.861021997072801,"MRPL28/MRPL33/MRPL36/MRPL45/MRPL47/MRPS24",6
"GO:0000266","GO:0000266","mitochondrial fission","1/577","30/9364",0.852072482311679,0.961384412608243,0.861021997072801,"LRRK2",1
"GO:0002066","GO:0002066","columnar/cuboidal epithelial cell development","1/577","30/9364",0.852072482311679,0.961384412608243,0.861021997072801,"KLF5",1
"GO:0002183","GO:0002183","cytoplasmic translational initiation","1/577","30/9364",0.852072482311679,0.961384412608243,0.861021997072801,"NCBP2",1
"GO:0007131","GO:0007131","reciprocal meiotic recombination","1/577","30/9364",0.852072482311679,0.961384412608243,0.861021997072801,"ATM",1
"GO:0009126","GO:0009126","purine nucleoside monophosphate metabolic process","1/577","30/9364",0.852072482311679,0.961384412608243,0.861021997072801,"ADK",1
"GO:0033260","GO:0033260","nuclear DNA replication","1/577","30/9364",0.852072482311679,0.961384412608243,0.861021997072801,"GINS1",1
"GO:0036297","GO:0036297","interstrand cross-link repair","1/577","30/9364",0.852072482311679,0.961384412608243,0.861021997072801,"FANCA",1
"GO:0045668","GO:0045668","negative regulation of osteoblast differentiation","1/577","30/9364",0.852072482311679,0.961384412608243,0.861021997072801,"SFRP1",1
"GO:0071539","GO:0071539","protein localization to centrosome","1/577","30/9364",0.852072482311679,0.961384412608243,0.861021997072801,"SNX10",1
"GO:0097242","GO:0097242","amyloid-beta clearance","1/577","30/9364",0.852072482311679,0.961384412608243,0.861021997072801,"MME",1
